dim1,clicks,impressions,ctr,position
PRODUCT_SNIPPETS,0,7,0,22.857142857142858
PRODUCT_SNIPPETS,0,207,0,11.555555555555555
PRODUCT_SNIPPETS,1,189,0.005291005291005291,12.481481481481481
PRODUCT_SNIPPETS,0,203,0,8.201970443349754
PRODUCT_SNIPPETS,1,296,0.0033783783783783786,16.37162162162162
PRODUCT_SNIPPETS,0,64,0,20.765625
